N,P,K,temperature,humidity,Soil Moisture,rainfall,label,Term
17,74,17,26.03026959,69.55863145,1060,37.11395801,Soya Bean,Short-term
26,68,24,28.04849594,64.07691942,1060,37.15824966,Soya Bean,Short-term
23,75,17,24.87425505,64.00213929,1060,48.28137482,Soya Bean,Short-term
32,78,22,23.97081395,62.35557553,1060,53.40906048,Soya Bean,Short-term
19,79,19,20.06003985,67.76252583,1060,42.89509057,Soya Bean,Short-term
22,60,18,19.59221047,61.28633405,1060,41.7704893,Soya Bean,Short-term
28,69,16,29.77013109,66.29327012,1060,35.69674138,Soya Bean,Short-term
1,67,21,27.52135365,60.53657684,1060,48.06491307,Soya Bean,Short-term
12,67,23,25.62896213,63.14909763,1060,45.49683991,Soya Bean,Short-term
36,67,20,20.39078312,60.47528931,1060,53.31508572,Soya Bean,Short-term
28,70,21,25.39038396,60.4989659,1060,39.18374505,Soya Bean,Short-term
12,71,19,24.91079638,60.71367427,1060,42.19740397,Soya Bean,Short-term
22,68,16,27.70496805,63.20915034,1060,37.46160727,Soya Bean,Short-term
26,66,22,18.06486101,65.1034354,1060,51.54922825,Soya Bean,Short-term
16,65,16,18.13027797,62.45851612,1060,50.6128521,Soya Bean,Short-term
14,59,22,23.82723528,67.89815262,1060,46.90725077,Soya Bean,Short-term
33,59,19,23.19305333,62.74710773,1060,49.55213308,Soya Bean,Short-term
21,63,17,25.08966129,68.17543102,1060,41.45486619,Soya Bean,Short-term
0,69,21,25.86928193,61.88321072,1060,36.68284038,Soya Bean,Short-term
10,75,17,18.43966037,68.05394959,1060,39.00992137,Soya Bean,Short-term
30,61,18,27.14911056,67.02664337,1060,52.50812701,Soya Bean,Short-term
0,74,17,23.33375853,64.50515776,1060,47.01510708,Soya Bean,Short-term
35,74,22,26.7230014,62.96841833,1060,42.87274897,Soya Bean,Short-term
7,63,24,19.55750776,64.45268309,1060,53.04669416,Soya Bean,Short-term
9,56,17,26.13708256,66.7729209,1060,46.48280681,Soya Bean,Short-term
14,74,15,27.99990346,65.57653373,1060,49.94043064,Soya Bean,Short-term
14,76,20,29.05941162,62.10652364,1060,36.5011366,Soya Bean,Short-term
36,65,16,25.71269843,64.1123333,1060,50.17067771,Soya Bean,Short-term
28,67,21,21.79792649,63.73086065,1060,46.62370222,Soya Bean,Short-term
28,79,16,24.70626432,60.26854183,1060,53.12442925,Soya Bean,Short-term
40,61,22,20.94981756,65.8108757,1060,44.23913012,Soya Bean,Short-term
10,70,19,24.84918386,68.98088448,1060,41.61080544,Soya Bean,Short-term
12,80,19,21.91041045,65.21662467,1060,36.10211371,Soya Bean,Short-term
37,77,20,25.93381964,68.70533022,1060,51.02372773,Soya Bean,Short-term
0,67,22,29.82112112,69.4073209,1060,51.56461082,Soya Bean,Short-term
7,73,25,27.52185591,63.13215259,1060,45.20841071,Soya Bean,Short-term
10,56,18,27.99627907,68.6428593,1060,46.10585191,Soya Bean,Short-term
39,70,15,20.76774783,63.90164154,1060,47.9271552,Soya Bean,Short-term
26,56,22,23.05276444,60.424786,1060,52.60285259,Soya Bean,Short-term
9,77,17,21.65845777,63.58337146,1060,38.07659414,Soya Bean,Short-term
4,59,19,26.25070298,67.62779652,1060,40.8106299,Soya Bean,Short-term
34,73,15,20.97195263,63.83179889,1060,53.10207889,Soya Bean,Short-term
33,77,15,23.89736406,66.32102048,1060,40.74536757,Soya Bean,Short-term
2,24,38,24.55981624,91.63536236,1040,111.9684622,pomegranate,Mid-term
6,18,37,19.65690085,89.93701023,1040,108.0458926,pomegranate,Mid-term
8,26,36,18.78359608,87.4024767,1040,102.5184759,pomegranate,Mid-term
37,18,39,24.1469628,94.5110662,1040,110.2316633,pomegranate,Mid-term
0,27,38,22.44581266,89.90147027,1040,109.3905998,pomegranate,Mid-term
31,25,38,24.96273236,92.40501423,1040,109.4169192,pomegranate,Mid-term
21,21,38,22.5526059,89.3259486,1040,104.8955643,pomegranate,Mid-term
6,30,40,22.77035608,91.45498527,1040,106.9659201,pomegranate,Mid-term
25,27,41,19.20090378,94.27659596,1040,108.0423555,pomegranate,Mid-term
15,11,38,23.12808226,92.68328358,1040,109.3930157,pomegranate,Mid-term
14,5,36,24.92639065,85.19098079,1040,104.7693804,pomegranate,Mid-term
16,10,41,24.77464458,85.63608688,1040,105.7595811,pomegranate,Mid-term
36,7,37,19.8671184,86.35590206,1040,108.3168858,pomegranate,Mid-term
4,20,41,24.26601316,93.7974061,1040,104.5375109,pomegranate,Mid-term
29,22,40,23.62600218,89.73266695,1040,107.6836871,pomegranate,Mid-term
16,15,42,19.67832052,89.08935702,1040,108.5468633,pomegranate,Mid-term
18,27,41,22.36509395,92.30882391,1040,104.8216333,pomegranate,Mid-term
11,18,42,21.57936934,94.88267728,1040,102.8593382,pomegranate,Mid-term
5,15,38,18.26233221,88.16779129,1040,108.0756727,pomegranate,Mid-term
18,23,44,23.71028128,89.61794165,1040,105.6499907,pomegranate,Mid-term
9,8,40,22.48720144,89.9224883,1040,111.6631582,pomegranate,Mid-term
40,27,45,21.6602498,94.79397419,1040,112.4349689,pomegranate,Mid-term
22,23,44,20.13037175,89.31505137,1040,107.3416913,pomegranate,Mid-term
9,16,39,18.41164435,91.11927248,1040,105.1834976,pomegranate,Mid-term
12,29,40,19.68291173,89.75272999,1040,111.2818551,pomegranate,Mid-term
0,17,42,23.20242586,91.19442671,1040,109.0946323,pomegranate,Mid-term
2,21,44,18.92157197,87.31290342,1040,102.8013275,pomegranate,Mid-term
28,6,40,22.10621387,91.34039616,1040,106.8704803,pomegranate,Mid-term
8,23,44,18.47412402,89.68919664,1040,108.4758509,pomegranate,Mid-term
29,16,36,19.81069447,88.92944254,1040,102.860084,pomegranate,Mid-term
17,18,43,24.4880844,90.83687246,1040,103.1969341,pomegranate,Mid-term
34,21,42,18.75927679,89.93457597,1040,111.0196744,pomegranate,Mid-term
21,23,42,19.54128063,90.29751796,1040,104.3739878,pomegranate,Mid-term
25,17,40,18.91251245,87.74938524,1040,111.2800516,pomegranate,Mid-term
8,25,36,19.91330523,94.95031368,1040,104.0277061,pomegranate,Mid-term
26,18,42,19.72620525,89.64934166,1040,108.2287276,pomegranate,Mid-term
4,19,42,23.83185873,87.84034604,1040,111.2232716,pomegranate,Mid-term
36,24,41,24.94467632,94.25702672,1040,103.8799347,pomegranate,Mid-term
5,24,40,24.692258,93.87030088,1040,104.6735454,pomegranate,Mid-term
19,17,39,24.72485577,85.56083187,1040,111.2787584,pomegranate,Mid-term
39,30,38,20.12644921,87.59629625,1040,108.065579,pomegranate,Mid-term
5,29,44,21.02432943,93.0569505,1040,104.7847006,pomegranate,Mid-term
4,24,43,22.40423537,88.1508343,1040,109.8695196,pomegranate,Mid-term
38,21,35,20.33691147,89.38003827,1040,110.9653137,pomegranate,Mid-term
37,11,36,24.24779615,85.56033312,1040,106.9216033,pomegranate,Mid-term
9,25,41,24.81530144,91.90842992,1040,109.2853418,pomegranate,Mid-term
29,22,43,19.66329768,87.95158129,1040,106.0380805,pomegranate,Mid-term
5,21,38,22.43377991,90.3396556,1040,112.459697,pomegranate,Mid-term
22,26,38,22.92052307,85.12912161,1040,110.2437841,pomegranate,Mid-term
4,18,37,22.91843172,85.40695044,1040,106.2817706,pomegranate,Mid-term
21,6,41,24.88244467,89.39686219,1040,107.1951707,pomegranate,Mid-term
29,21,45,23.40981539,93.13277,1040,105.2240743,pomegranate,Mid-term
23,5,44,21.20725375,94.26304717,1040,107.5660804,pomegranate,Mid-term
13,7,43,18.20230419,91.12282162,1040,109.6623974,pomegranate,Mid-term
5,13,37,22.34375696,89.7870345,1040,103.3183074,pomegranate,Mid-term
27,24,41,24.32770134,90.88292835,1040,110.4606459,pomegranate,Mid-term
7,23,35,19.75088482,88.71691157,1040,102.5538035,pomegranate,Mid-term
12,20,39,19.86173586,86.19740917,1040,111.0217929,pomegranate,Mid-term
4,19,43,18.07132963,93.14554876,1040,106.3602023,pomegranate,Mid-term
3,9,45,23.89162561,89.61850203,1040,104.617522,pomegranate,Mid-term
1,27,36,23.98598756,93.34236582,1040,104.991282,pomegranate,Mid-term
23,30,44,20.93892916,85.42912869,1040,103.0295938,pomegranate,Mid-term
24,21,42,20.82210727,87.22815682,1040,109.4429934,pomegranate,Mid-term
13,30,37,20.86474944,91.61793636,1040,106.8685636,pomegranate,Mid-term
40,11,44,24.45840036,86.10874614,1040,111.3779693,pomegranate,Mid-term
21,9,40,24.51147697,90.64498715,1040,105.6209954,pomegranate,Mid-term
3,27,44,24.56811204,92.03009222,1040,110.9633894,pomegranate,Mid-term
40,29,42,24.63228709,89.01574455,1040,110.6956184,pomegranate,Mid-term
14,25,40,20.07386547,90.97819712,1040,103.7084055,pomegranate,Mid-term
38,14,37,21.80523051,94.63612858,1040,102.6488846,pomegranate,Mid-term
34,9,36,22.8122645,86.34233767,1040,110.4432293,pomegranate,Mid-term
32,14,37,22.73031253,88.48567856,1040,104.6843243,pomegranate,Mid-term
18,21,35,23.2801227,94.94330457,1040,111.1382096,pomegranate,Mid-term
8,23,38,19.30106297,87.1775172,1040,105.4766591,pomegranate,Mid-term
15,6,41,19.0087067,88.83768149,1040,108.6793978,pomegranate,Mid-term
0,5,36,24.35193812,90.88612388,1040,105.529185,pomegranate,Mid-term
22,9,44,24.72235539,88.87651295,1040,112.1926517,pomegranate,Mid-term
14,8,43,21.92513945,94.46485312,1040,111.7162016,pomegranate,Mid-term
31,11,45,24.83954414,86.88738076,1040,107.6435771,pomegranate,Mid-term
39,17,45,18.09691127,90.42177379,1040,104.88189,pomegranate,Mid-term
10,5,42,20.24104904,91.08706822,1040,109.2537734,pomegranate,Mid-term
8,28,38,23.22594,94.42971362,1040,105.6917856,pomegranate,Mid-term
32,13,42,23.50128217,92.97527546,1040,106.61905,pomegranate,Mid-term
18,9,40,19.44623085,89.02127045,1040,106.1606833,pomegranate,Mid-term
20,27,41,20.51343484,92.51675903,1040,110.5764023,pomegranate,Mid-term
39,25,36,18.90223032,94.99897537,1040,107.6103211,pomegranate,Mid-term
20,7,45,18.90592319,89.24126808,1040,112.4750941,pomegranate,Mid-term
11,10,45,22.63045168,88.45577158,1040,109.0357597,pomegranate,Mid-term
40,18,43,19.38603815,86.79058496,1040,109.9130984,pomegranate,Mid-term
3,26,39,24.38318965,91.19431555,1040,103.6012114,pomegranate,Mid-term
9,16,36,23.77989026,92.93386903,1040,106.977723,pomegranate,Mid-term
30,20,38,22.59890174,93.16343942,1040,110.0932899,pomegranate,Mid-term
40,9,41,24.37766782,85.4017118,1040,106.128338,pomegranate,Mid-term
40,30,35,20.89273273,91.07776977,1040,104.4407083,pomegranate,Mid-term
32,25,35,18.09903225,85.70786282,1040,107.0050976,pomegranate,Mid-term
33,23,45,20.00218987,85.83618191,1040,112.337046,pomegranate,Mid-term
4,14,41,19.85139326,89.80732335,1040,102.8186358,pomegranate,Mid-term
13,17,45,21.25433607,92.65058936,1040,106.2784673,pomegranate,Mid-term
39,24,39,23.65374106,93.32657504,1040,109.8076178,pomegranate,Mid-term
8,28,37,23.88404783,86.20613842,1040,108.3121789,pomegranate,Mid-term
91,94,46,29.36792366,76.24900101,1045,92.82840911,banana,Short-term
105,95,50,27.33368994,83.67675197,1045,101.0494791,banana,Short-term
108,92,53,27.40053601,82.96221306,1045,104.9378,banana,Short-term
86,76,54,29.3159075,80.11585705,1045,90.10978128,banana,Short-term
80,77,49,26.05433004,79.39654531,1045,113.2297373,banana,Short-term
93,94,53,25.86632408,84.42379269,1045,114.5357503,banana,Short-term
90,92,55,27.00932084,80.18546798,1045,97.32531705,banana,Short-term
108,89,53,29.55054817,78.06762846,1045,99.34482238,banana,Short-term
108,88,55,26.28845991,83.390039,1045,113.8729798,banana,Short-term
105,77,52,29.16226551,76.16151562,1045,100.0075679,banana,Short-term
118,88,52,28.65003945,82.68752542,1045,98.75084366,banana,Short-term
101,87,54,29.07311132,76.50045221,1045,100.1692639,banana,Short-term
95,75,50,28.08166093,75.26429821,1045,118.2761894,banana,Short-term
106,85,53,27.1994597,78.8086068,1045,99.72430835,banana,Short-term
86,95,49,28.05484146,78.04602887,1045,108.3957179,banana,Short-term
83,79,55,25.14748006,83.34688193,1045,98.66679427,banana,Short-term
85,95,47,25.94019018,78.3422098,1045,119.84797,banana,Short-term
109,79,45,27.66752761,79.68542782,1045,108.66464,banana,Short-term
100,76,45,25.56703012,75.94067692,1045,102.7867717,banana,Short-term
117,86,48,28.6956201,82.54195839,1045,116.1616839,banana,Short-term
114,94,53,26.33544853,76.8532006,1045,118.6858263,banana,Short-term
110,78,50,25.93730186,78.89864446,1045,98.21747528,banana,Short-term
94,70,48,25.13686519,84.88394407,1045,91.46442491,banana,Short-term
80,71,47,27.50527651,80.79783998,1045,105.0776992,banana,Short-term
114,79,51,26.21009246,82.34429458,1045,112.0700033,banana,Short-term
88,78,45,29.10403455,79.19588629,1045,92.07835761,banana,Short-term
112,73,48,29.2440638,77.32017166,1045,90.66727868,banana,Short-term
117,76,47,25.56202173,77.38229006,1045,93.10247183,banana,Short-term
111,87,48,26.3985515,81.36028902,1045,98.16752001,banana,Short-term
89,83,47,28.09577643,77.79586769,1045,109.5408614,banana,Short-term
93,91,47,27.84767901,83.31110751,1045,117.2878912,banana,Short-term
92,81,52,27.39341554,81.4654833,1045,94.31102057,banana,Short-term
105,74,45,25.14517635,81.38204104,1045,119.218154,banana,Short-term
102,71,48,28.65456263,79.28693687,1045,102.4633775,banana,Short-term
94,91,51,29.16093424,76.67484233,1045,109.575944,banana,Short-term
116,71,47,27.57278064,82.0638878,1045,91.34276507,banana,Short-term
117,79,49,25.40909896,82.36208097,1045,112.9794804,banana,Short-term
119,72,55,25.99069521,83.33983116,1045,112.0777152,banana,Short-term
99,73,53,26.29039046,81.06003778,1045,118.6730366,banana,Short-term
91,84,52,29.14827211,78.71024836,1045,117.536781,banana,Short-term
80,90,47,26.59743595,79.35898915,1045,107.3944717,banana,Short-term
101,70,48,25.36059237,75.03193255,1045,116.5531455,banana,Short-term
108,89,53,29.12036889,80.18080728,1045,112.3982055,banana,Short-term
100,80,52,27.53911354,77.25629897,1045,110.3262123,banana,Short-term
109,91,53,29.66727337,83.51014178,1045,110.2511102,banana,Short-term
82,78,46,25.05802193,84.97323747,1045,110.4408803,banana,Short-term
106,70,55,25.86824781,78.52399914,1045,116.3019555,banana,Short-term
90,86,52,25.85036988,81.95580471,1045,119.0856171,banana,Short-term
83,95,50,26.51682337,77.79913575,1045,108.8547508,banana,Short-term
119,90,48,28.66725136,79.59242542,1045,118.2583441,banana,Short-term
107,72,45,28.14938935,81.54448882,1045,91.40508414,banana,Short-term
116,81,55,26.42313317,83.6995044,1045,95.12322062,banana,Short-term
101,75,50,26.59386409,81.40740301,1045,109.9825551,banana,Short-term
93,81,50,27.71822477,76.57853189,1045,102.2099836,banana,Short-term
95,75,45,28.98333432,82.95958244,1045,109.022564,banana,Short-term
107,71,55,29.42017919,83.96754496,1045,117.229079,banana,Short-term
83,94,47,27.39872329,81.10523402,1045,112.1355384,banana,Short-term
102,73,54,26.4020227,84.41007614,1045,111.0162259,banana,Short-term
86,79,45,27.81251452,82.69285419,1045,99.20961514,banana,Short-term
117,86,53,25.19640218,83.55829874,1045,115.8586081,banana,Short-term
111,79,53,28.31193338,75.77363772,1045,119.695765,banana,Short-term
95,74,50,25.90113128,80.47152737,1045,110.10323,banana,Short-term
91,75,55,27.48612983,76.11239849,1045,109.2768851,banana,Short-term
93,83,46,29.38254012,83.50423735,1045,109.2486647,banana,Short-term
92,85,51,29.22118628,81.08183635,1045,108.8616474,banana,Short-term
104,80,54,27.09062164,81.33506906,1045,110.1331182,banana,Short-term
103,72,51,26.12643374,81.81365007,1045,104.4812858,banana,Short-term
92,75,45,29.01207743,77.95192527,1045,90.43495443,banana,Short-term
93,85,49,27.96799119,79.28625709,1045,119.4765557,banana,Short-term
120,87,52,28.0764455,76.05522115,1045,118.9923573,banana,Short-term
108,72,46,25.16278237,84.97849241,1045,90.94554618,banana,Short-term
105,88,54,25.78749808,84.51194224,1045,114.2005455,banana,Short-term
98,79,50,25.34119774,84.47321314,1045,91.06493353,banana,Short-term
111,88,55,29.44795403,78.34971537,1045,96.45042585,banana,Short-term
97,74,45,26.47522633,78.51833782,1045,113.1161095,banana,Short-term
95,82,48,27.39489579,83.31172003,1045,92.78133617,banana,Short-term
89,91,55,25.08347445,80.261731,1045,94.32961456,banana,Short-term
89,85,55,26.6719835,76.48541655,1045,91.73358569,banana,Short-term
118,88,51,25.44926208,79.49221962,1045,100.6619171,banana,Short-term
101,92,45,28.22776705,80.6430384,1045,98.00403016,banana,Short-term
99,92,47,28.1279509,77.48247073,1045,103.5045395,banana,Short-term
82,77,46,28.9470467,82.1888998,1045,95.83016448,banana,Short-term
90,86,55,27.96236771,84.15403614,1045,97.55986676,banana,Short-term
95,88,52,28.00316034,78.90085998,1045,94.68180316,banana,Short-term
104,73,46,29.1400919,80.1190228,1045,90.45142867,banana,Short-term
102,73,52,27.9122104,83.36307683,1045,90.24211529,banana,Short-term
100,74,52,25.43480512,81.53977797,1045,96.47800391,banana,Short-term
94,89,48,28.55980972,84.51602322,1045,111.0843029,banana,Short-term
99,70,46,26.59580783,82.99556744,1045,100.5123341,banana,Short-term
112,87,48,27.19711623,77.3970629,1045,99.46950465,banana,Short-term
117,82,45,25.29391516,79.29122198,1045,105.4220251,banana,Short-term
96,86,51,29.90888522,76.98740841,1045,91.99964712,banana,Short-term
113,85,45,27.94972463,76.63713353,1045,109.0921631,banana,Short-term
105,93,46,25.01018457,78.76260938,1045,108.3690513,banana,Short-term
85,89,51,29.21144871,84.70189923,1045,108.5501443,banana,Short-term
108,94,47,27.35911627,84.54625006,1045,90.81250457,banana,Short-term
92,81,52,28.0106804,76.52808057,1045,103.7040783,banana,Short-term
110,71,54,28.67208915,82.20793613,1045,94.37987496,banana,Short-term
82,75,55,27.34585147,78.4873835,1045,92.15524332,banana,Short-term
117,81,53,29.50704598,78.20585613,1045,98.12565829,banana,Short-term
2,40,27,29.73770045,47.54885174,1025,90.09586854,mango,Long-term
39,24,31,33.55695561,53.72979826,1025,98.67527561,mango,Long-term
21,26,27,27.00315545,47.67525434,1025,95.85118326,mango,Long-term
25,22,25,33.56150184,45.53556603,1025,95.70525913,mango,Long-term
0,21,32,35.89855625,54.25964196,1025,92.19721736,mango,Long-term
20,19,35,34.17719782,50.62161586,1025,98.00687989,mango,Long-term
19,21,34,30.01592643,53.19212381,1025,97.72843182,mango,Long-term
18,17,31,31.74592134,45.16127859,1025,93.75441586,mango,Long-term
11,36,33,35.99009679,52.22780489,1025,95.3713484,mango,Long-term
30,28,30,31.86641378,52.19331595,1025,98.46768642,mango,Long-term
18,19,27,27.75518664,52.34605806,1025,94.11213345,mango,Long-term
23,23,27,34.72413192,51.4271781,1025,97.31258083,mango,Long-term
37,30,34,27.53907547,53.63549533,1025,99.35408185,mango,Long-term
11,27,30,27.69637763,48.5622488,1025,89.85646496,mango,Long-term
12,19,31,27.25373364,52.66319725,1025,91.87312479,mango,Long-term
3,28,33,30.33723921,48.88704844,1025,94.42850522,mango,Long-term
37,38,32,31.85744939,45.53106268,1025,91.55845821,mango,Long-term
26,37,30,35.39986338,49.45962621,1025,97.41054011,mango,Long-term
14,18,30,29.80747243,52.13797867,1025,95.74606104,mango,Long-term
40,16,35,34.16438906,54.16482251,1025,98.33351125,mango,Long-term
4,20,25,28.93270187,47.94053996,1025,99.9834242,mango,Long-term
36,25,33,27.98392787,53.33018851,1025,99.61465679,mango,Long-term
30,17,31,31.20478173,54.49960506,1025,94.62954663,mango,Long-term
28,37,28,32.13409675,50.52559148,1025,98.63333684,mango,Long-term
38,15,30,28.91862016,48.13974548,1025,97.01331604,mango,Long-term
12,37,30,31.09779147,47.41196659,1025,90.28624348,mango,Long-term
38,19,31,34.73823882,49.08864345,1025,90.65022183,mango,Long-term
8,33,29,29.98080499,49.48613279,1025,91.82271568,mango,Long-term
15,27,28,33.80398664,46.12866113,1025,90.82549241,mango,Long-term
34,16,25,30.07202564,50.96040505,1025,92.09609766,mango,Long-term
11,36,31,27.92063282,51.77965917,1025,100.2585673,mango,Long-term
33,29,34,31.40948821,49.21729127,1025,92.99739415,mango,Long-term
12,31,26,35.7877738,51.94190321,1025,100.2160615,mango,Long-term
12,34,28,33.36140093,45.02236377,1025,98.81596545,mango,Long-term
5,16,31,35.96054636,48.69677802,1025,98.00644238,mango,Long-term
1,30,29,28.33333307,51.39586505,1025,91.67241761,mango,Long-term
16,35,31,32.27652024,50.19368841,1025,95.99487068,mango,Long-term
35,18,26,31.99490489,50.84881347,1025,97.38741498,mango,Long-term
4,40,26,27.58258929,48.56916221,1025,95.8445641,mango,Long-term
9,29,34,29.38471637,45.88744691,1025,100.8124659,mango,Long-term
2,38,33,32.38697531,53.2328243,1025,90.21633216,mango,Long-term
26,32,32,30.91471455,49.92963856,1025,90.14047759,mango,Long-term
34,38,31,35.37775595,45.58110023,1025,97.41586402,mango,Long-term
5,32,33,32.32362177,52.5896771,1025,93.36718816,mango,Long-term
31,29,26,28.22373428,47.40519056,1025,97.76832322,mango,Long-term
34,34,35,27.27433181,47.16808054,1025,95.257992,mango,Long-term
36,19,32,27.10710832,50.70880979,1025,92.37238878,mango,Long-term
7,17,26,34.89226666,48.75613373,1025,91.63074547,mango,Long-term
38,15,27,33.7462686,48.50387598,1025,92.26439205,mango,Long-term
5,19,25,27.3511056,54.43945147,1025,96.27792547,mango,Long-term
37,36,26,32.89300162,52.61323969,1025,94.49161372,mango,Long-term
21,31,32,35.38598705,51.42664176,1025,90.29643888,mango,Long-term
37,36,27,27.5529736,47.90859131,1025,90.40332704,mango,Long-term
23,23,30,32.82141065,47.45553843,1025,90.89173106,mango,Long-term
36,26,26,30.17294105,51.0845903,1025,95.23444287,mango,Long-term
24,33,35,29.26382931,54.82257868,1025,100.7586226,mango,Long-term
26,18,30,32.06097197,51.08494181,1025,96.59816497,mango,Long-term
22,17,26,28.69818144,47.71875722,1025,99.642454,mango,Long-term
11,34,32,29.14305008,49.40983294,1025,97.55155537,mango,Long-term
29,35,28,28.3471611,53.53903102,1025,90.40260445,mango,Long-term
22,28,26,27.67256197,45.41692012,1025,92.84991507,mango,Long-term
23,24,32,28.1218093,46.16888595,1025,93.30247448,mango,Long-term
1,35,34,30.79375683,46.69536813,1025,92.21318555,mango,Long-term
2,24,34,28.89409382,54.80750249,1025,94.76322976,mango,Long-term
39,37,25,33.33024826,45.61143594,1025,98.28583013,mango,Long-term
15,36,27,27.78912455,53.96886679,1025,91.01152997,mango,Long-term
3,18,31,31.65333432,48.20662669,1025,91.09745581,mango,Long-term
8,38,32,29.75150773,46.73723302,1025,91.405983,mango,Long-term
33,31,34,31.32995611,50.22287593,1025,89.78216168,mango,Long-term
14,29,32,35.63627319,48.97047762,1025,97.51952041,mango,Long-term
18,20,26,31.66524687,51.98594645,1025,89.98024312,mango,Long-term
9,21,32,32.26935342,53.56092806,1025,95.94035356,mango,Long-term
20,30,27,27.81005614,51.59445462,1025,95.89898581,mango,Long-term
9,38,25,34.58561471,50.34035336,1025,100.3060719,mango,Long-term
26,24,34,31.27180992,52.23810152,1025,89.74409017,mango,Long-term
31,36,29,33.93679864,52.72170281,1025,97.4611918,mango,Long-term
14,18,35,31.09154239,47.02058367,1025,91.46664318,mango,Long-term
40,16,35,31.89356292,49.02450149,1025,89.59371481,mango,Long-term
28,27,34,32.45465292,50.69693751,1025,95.04871605,mango,Long-term
0,17,30,35.47478322,47.97230503,1025,97.79072474,mango,Long-term
1,29,29,27.32961444,49.30347234,1025,93.53197359,mango,Long-term
2,36,31,30.90225239,49.95955487,1025,91.77522598,mango,Long-term
12,27,26,29.09382275,45.5661059,1025,96.23520043,mango,Long-term
7,28,35,30.02086169,46.78393776,1025,96.63721027,mango,Long-term
0,36,26,34.13072188,51.25786185,1025,96.38808001,mango,Long-term
26,35,31,33.44619894,53.05980465,1025,98.05089394,mango,Long-term
27,21,30,35.3915464,52.48823147,1025,91.22881052,mango,Long-term
22,38,31,31.53356352,53.06009323,1025,98.57025046,mango,Long-term
22,18,31,30.7645515,47.93791463,1025,90.38503469,mango,Long-term
28,23,28,30.01821337,50.0983181,1025,96.08745082,mango,Long-term
7,31,27,31.32863689,47.59319575,1025,94.67344737,mango,Long-term
29,34,26,33.88004781,54.39416048,1025,89.29147581,mango,Long-term
8,37,33,28.07802689,54.9640534,1025,97.45373619,mango,Long-term
39,16,27,35.53845018,52.94641947,1025,91.54560427,mango,Long-term
40,24,25,28.70595247,50.44030129,1025,95.8946444,mango,Long-term
19,38,26,31.48451729,48.77926304,1025,93.17221967,mango,Long-term
21,21,30,27.69819273,51.41593238,1025,100.7720705,mango,Long-term
22,18,33,30.41235793,52.48100602,1025,93.92375879,mango,Long-term
24,130,195,29.99677232,81.54156612,1400,67.12534492,Bean,Short-term
13,144,204,30.7280404,82.42614055,1400,68.38135469,Bean,Short-term
22,123,205,32.44577836,83.88504863,1400,68.73932528,Bean,Short-term
36,125,196,37.46566825,80.65968681,1400,66.83872293,Bean,Short-term
24,131,196,22.03296178,83.74372787,1400,65.34440794,Bean,Short-term
2,123,198,39.64851881,82.21079946,1400,70.39906054,Bean,Short-term
35,140,197,16.77557314,82.75241875,1400,66.76285469,Bean,Short-term
11,122,195,12.14190714,83.56812483,1400,69.63122027,Bean,Short-term
6,123,203,12.7567962,81.62497448,1400,66.77844567,Bean,Short-term
17,134,204,39.04071989,80.18393287,1400,73.88467027,Bean,Short-term
25,130,197,39.70772192,82.68593454,1400,74.91506217,Bean,Short-term
27,145,205,9.467960445,82.29335466,1400,66.02765219,Bean,Short-term
9,122,201,29.58748357,80.91934392,1400,68.06417307,Bean,Short-term
16,139,203,17.82803682,80.96093443,1400,65.84748763,Bean,Short-term
32,141,204,8.825674745,82.89753705,1400,67.235765,Bean,Short-term
22,138,195,27.83487131,83.51444973,1400,73.02882766,Bean,Short-term
31,144,202,11.02105378,80.55557235,1400,68.23963161,Bean,Short-term
3,136,205,17.5862944,80.84806564,1400,71.4065452,Bean,Short-term
28,122,197,19.89363946,82.73366439,1400,69.66256816,Bean,Short-term
4,136,204,29.93707596,81.77713468,1400,65.52279323,Bean,Short-term
39,145,201,36.73126647,80.58931938,1400,72.24230804,Bean,Short-term
38,132,197,20.42094753,81.54185044,1400,66.93065667,Bean,Short-term
36,133,198,25.51939719,83.98351748,1400,69.17281221,Bean,Short-term
25,121,201,30.50734778,82.71775569,1400,70.08200379,Bean,Short-term
15,125,199,18.4269936,80.55625868,1400,69.75734306,Bean,Short-term
24,140,205,12.087022,83.59398734,1400,68.66813363,Bean,Short-term
13,132,203,23.60115364,82.48336987,1400,73.23901752,Bean,Short-term
5,126,197,12.80000387,81.20876367,1400,67.10439401,Bean,Short-term
30,120,200,38.06099482,82.24729637,1400,65.70148216,Bean,Short-term
23,142,197,39.06555518,82.03812973,1400,69.30772897,Bean,Short-term
26,135,203,33.78372897,81.16314317,1400,74.53557341,Bean,Short-term
7,126,203,16.76201707,82.00335557,1400,73.28712806,Bean,Short-term
32,139,198,35.89307536,82.66850729,1400,66.53946559,Bean,Short-term
9,141,202,21.01245395,81.17931863,1400,66.38448261,Bean,Short-term
20,142,196,10.89875873,80.01639435,1400,68.69420397,Bean,Short-term
32,129,201,16.36251869,83.00471609,1400,71.55665483,Bean,Short-term
3,134,199,20.28370163,81.32235739,1400,71.06611222,Bean,Short-term
38,138,204,25.11108456,83.25447587,1400,73.01026829,Bean,Short-term
14,131,198,33.4641162,83.86742974,1400,67.92204319,Bean,Short-term
20,122,204,11.7976469,80.86325389,1400,65.06962486,Bean,Short-term
40,126,201,11.36300891,80.03100049,1400,71.18289431,Bean,Short-term
